Postnummer,Postort,Kontor,Kontorfrk,Country
12558,ÄLVSJÖ,Södertälje,SOE,Sweden
12559,ÄLVSJÖ,Södertälje,SOE,Sweden
12560,ÄLVSJÖ,Södertälje,SOE,Sweden
12570,ÄLVSJÖ,Södertälje,SOE,Sweden
12571,ÄLVSJÖ,Södertälje,SOE,Sweden
12572,ÄLVSJÖ,Södertälje,SOE,Sweden
12573,ÄLVSJÖ,Södertälje,SOE,Sweden
12574,ÄLVSJÖ,Södertälje,SOE,Sweden
12626,HÄGERSTEN,STOCKHOLM,STO,Sweden
12628,HÄGERSTEN,STOCKHOLM,STO,Sweden
12629,HÄGERSTEN,STOCKHOLM,STO,Sweden
12630,HÄGERSTEN,STOCKHOLM,STO,Sweden
12631,HÄGERSTEN,STOCKHOLM,STO,Sweden
12632,HÄGERSTEN,STOCKHOLM,STO,Sweden
12633,HÄGERSTEN,STOCKHOLM,STO,Sweden
12634,HÄGERSTEN,STOCKHOLM,STO,Sweden
12635,HÄGERSTEN,STOCKHOLM,STO,Sweden
12636,HÄGERSTEN,STOCKHOLM,STO,Sweden
12637,HÄGERSTEN,STOCKHOLM,STO,Sweden
12638,HÄGERSTEN,STOCKHOLM,STO,Sweden
12639,HÄGERSTEN,STOCKHOLM,STO,Sweden
12640,HÄGERSTEN,STOCKHOLM,STO,Sweden
12641,HÄGERSTEN,STOCKHOLM,STO,Sweden
12642,HÄGERSTEN,STOCKHOLM,STO,Sweden
12647,HÄGERSTEN,STOCKHOLM,STO,Sweden
12648,HÄGERSTEN,STOCKHOLM,STO,Sweden
12649,HÄGERSTEN,STOCKHOLM,STO,Sweden
12650,HÄGERSTEN,STOCKHOLM,STO,Sweden
12651,HÄGERSTEN,STOCKHOLM,STO,Sweden
12652,HÄGERSTEN,STOCKHOLM,STO,Sweden
12653,HÄGERSTEN,STOCKHOLM,STO,Sweden
12654,HÄGERSTEN,STOCKHOLM,STO,Sweden
12655,HÄGERSTEN,STOCKHOLM,STO,Sweden
12677,HÄGERSTEN,STOCKHOLM,STO,Sweden
12678,HÄGERSTEN,STOCKHOLM,STO,Sweden
12679,HÄGERSTEN,STOCKHOLM,STO,Sweden
12730,SKÄRHOLMEN,Södertälje,SOE,Sweden
12731,SKÄRHOLMEN,Södertälje,SOE,Sweden
12732,SKÄRHOLMEN,Södertälje,SOE,Sweden
12733,SKÄRHOLMEN,Södertälje,SOE,Sweden
12734,SKÄRHOLMEN,Södertälje,SOE,Sweden
12735,SKÄRHOLMEN,Södertälje,SOE,Sweden
12736,SKÄRHOLMEN,Södertälje,SOE,Sweden
12737,SKÄRHOLMEN,Södertälje,SOE,Sweden
12738,SKÄRHOLMEN,Södertälje,SOE,Sweden
12739,SKÄRHOLMEN,Södertälje,SOE,Sweden
12740,SKÄRHOLMEN,Södertälje,SOE,Sweden
12741,SKÄRHOLMEN,Södertälje,SOE,Sweden
12742,SKÄRHOLMEN,Södertälje,SOE,Sweden
12743,SKÄRHOLMEN,Södertälje,SOE,Sweden
12744,SKÄRHOLMEN,Södertälje,SOE,Sweden
12745,SKÄRHOLMEN,Södertälje,SOE,Sweden
12746,SKÄRHOLMEN,Södertälje,SOE,Sweden
12747,SKÄRHOLMEN,Södertälje,SOE,Sweden
12748,SKÄRHOLMEN,Södertälje,SOE,Sweden
12749,SKÄRHOLMEN,Södertälje,SOE,Sweden
12751,SKÄRHOLMEN,Södertälje,SOE,Sweden
12760,SKÄRHOLMEN,Södertälje,SOE,Sweden
12761,SKÄRHOLMEN,Södertälje,SOE,Sweden
12830,SKARPNÄCK,Södertälje,SOE,Sweden
12831,SKARPNÄCK,Södertälje,SOE,Sweden
12832,SKARPNÄCK,Södertälje,SOE,Sweden
12833,SKARPNÄCK,Södertälje,SOE,Sweden
12834,SKARPNÄCK,Södertälje,SOE,Sweden
12835,SKARPNÄCK,Södertälje,SOE,Sweden
12836,SKARPNÄCK,Södertälje,SOE,Sweden
12838,SKARPNÄCK,Södertälje,SOE,Sweden
12839,SKARPNÄCK,Södertälje,SOE,Sweden
12841,BAGARMOSSEN,Södertälje,SOE,Sweden
12842,BAGARMOSSEN,Södertälje,SOE,Sweden
12843,BAGARMOSSEN,Södertälje,SOE,Sweden
12844,BAGARMOSSEN,Södertälje,SOE,Sweden
12845,BAGARMOSSEN,Södertälje,SOE,Sweden
12846,BAGARMOSSEN,Södertälje,SOE,Sweden
12847,BAGARMOSSEN,Södertälje,SOE,Sweden
12848,BAGARMOSSEN,Södertälje,SOE,Sweden
12862,SKÖNDAL,Södertälje,SOE,Sweden
12863,SKÖNDAL,Södertälje,SOE,Sweden
12864,SKÖNDAL,Södertälje,SOE,Sweden
12865,SKÖNDAL,Södertälje,SOE,Sweden
12866,SKÖNDAL,Södertälje,SOE,Sweden
12867,SKÖNDAL,Södertälje,SOE,Sweden
12868,SKÖNDAL,Södertälje,SOE,Sweden
12869,SKÖNDAL,Södertälje,SOE,Sweden
12930,HÄGERSTEN,STOCKHOLM,STO,Sweden
12931,HÄGERSTEN,STOCKHOLM,STO,Sweden
12932,HÄGERSTEN,STOCKHOLM,STO,Sweden
12933,HÄGERSTEN,STOCKHOLM,STO,Sweden
12934,HÄGERSTEN,STOCKHOLM,STO,Sweden
12935,HÄGERSTEN,STOCKHOLM,STO,Sweden
12936,HÄGERSTEN,STOCKHOLM,STO,Sweden
12937,HÄGERSTEN,STOCKHOLM,STO,Sweden
12938,HÄGERSTEN,STOCKHOLM,STO,Sweden
12939,HÄGERSTEN,STOCKHOLM,STO,Sweden
12940,HÄGERSTEN,STOCKHOLM,STO,Sweden
12941,HÄGERSTEN,STOCKHOLM,STO,Sweden
12942,HÄGERSTEN,STOCKHOLM,STO,Sweden
12943,HÄGERSTEN,STOCKHOLM,STO,Sweden
12944,HÄGERSTEN,STOCKHOLM,STO,Sweden
12945,HÄGERSTEN,STOCKHOLM,STO,Sweden
12946,HÄGERSTEN,STOCKHOLM,STO,Sweden
12947,HÄGERSTEN,STOCKHOLM,STO,Sweden
12948,HÄGERSTEN,STOCKHOLM,STO,Sweden
12949,HÄGERSTEN,STOCKHOLM,STO,Sweden
12950,HÄGERSTEN,STOCKHOLM,STO,Sweden
12951,HÄGERSTEN,STOCKHOLM,STO,Sweden
12952,HÄGERSTEN,STOCKHOLM,STO,Sweden
12953,HÄGERSTEN,STOCKHOLM,STO,Sweden
12954,HÄGERSTEN,STOCKHOLM,STO,Sweden
12955,HÄGERSTEN,STOCKHOLM,STO,Sweden
12956,HÄGERSTEN,STOCKHOLM,STO,Sweden
12957,HÄGERSTEN,STOCKHOLM,STO,Sweden
13025,INGMARSÖ,Södertälje,SOE,Sweden
13033,GÄLLNÖBY,Södertälje,SOE,Sweden
13034,SKÄLVIK,Södertälje,SOE,Sweden
13036,NÄMDÖ,Södertälje,SOE,Sweden
13038,RUNMARÖ,Södertälje,SOE,Sweden
13039,SANDHAMN,Södertälje,SOE,Sweden
13041,SOLLENKROKA Ö,Södertälje,SOE,Sweden
13042,STAVSUDDA,Södertälje,SOE,Sweden
13043,MÖJA,Södertälje,SOE,Sweden
13044,HARÖ,Södertälje,SOE,Sweden
13045,GRÄNÖ,Södertälje,SOE,Sweden
13055,ORNÖ,Södertälje,SOE,Sweden
13056,UTÖ,Södertälje,SOE,Sweden
13130,NACKA,STOCKHOLM,STO,Sweden
13131,NACKA,STOCKHOLM,STO,Sweden
13132,NACKA,STOCKHOLM,STO,Sweden
13133,NACKA,STOCKHOLM,STO,Sweden
13134,NACKA,STOCKHOLM,STO,Sweden
13135,NACKA,STOCKHOLM,STO,Sweden
13136,NACKA,STOCKHOLM,STO,Sweden
13137,NACKA,STOCKHOLM,STO,Sweden
13138,NACKA,STOCKHOLM,STO,Sweden
13139,NACKA,STOCKHOLM,STO,Sweden
13140,NACKA,STOCKHOLM,STO,Sweden
13141,NACKA,STOCKHOLM,STO,Sweden
13142,NACKA,STOCKHOLM,STO,Sweden
13144,NACKA,STOCKHOLM,STO,Sweden
13145,NACKA,STOCKHOLM,STO,Sweden
13146,NACKA,STOCKHOLM,STO,Sweden
13147,NACKA,STOCKHOLM,STO,Sweden
13148,NACKA,STOCKHOLM,STO,Sweden
13149,NACKA,STOCKHOLM,STO,Sweden
13150,SALTSJÖ-DUVNÄS,STOCKHOLM,STO,Sweden
13151,NACKA,STOCKHOLM,STO,Sweden
13152,NACKA STRAND,STOCKHOLM,STO,Sweden
13153,NACKA,STOCKHOLM,STO,Sweden
13154,NACKA,STOCKHOLM,STO,Sweden
13155,NACKA,STOCKHOLM,STO,Sweden
13156,NACKA,STOCKHOLM,STO,Sweden
13157,NACKA,STOCKHOLM,STO,Sweden
13160,NACKA,STOCKHOLM,STO,Sweden
13161,NACKA,STOCKHOLM,STO,Sweden
13165,NACKA,STOCKHOLM,STO,Sweden
13171,NACKA,STOCKHOLM,STO,Sweden
13172,NACKA,STOCKHOLM,STO,Sweden
13173,NACKA,STOCKHOLM,STO,Sweden
13174,NACKA,STOCKHOLM,STO,Sweden
13175,NACKA,STOCKHOLM,STO,Sweden
13230,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13231,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13232,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13233,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13234,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13235,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13236,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13237,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13238,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13239,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13240,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13241,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13242,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13243,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13244,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13245,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13246,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13247,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13248,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13249,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13251,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13252,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13253,SALTSJÖ-BOO,STOCKHOLM,STO,Sweden
13331,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13332,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13333,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13334,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13335,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13336,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13337,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13338,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13339,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13341,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13342,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13343,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13344,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13348,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13349,SALTSJÖBADEN,STOCKHOLM,STO,Sweden
13430,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13431,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13432,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13433,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13434,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13435,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13436,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13437,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13438,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13439,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13440,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13441,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13442,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13443,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13444,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13450,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13451,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13452,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13453,GUSTAVSBERG,STOCKHOLM,STO,Sweden
13460,INGARÖ,STOCKHOLM,STO,Sweden
13461,INGARÖ,STOCKHOLM,STO,Sweden
13462,INGARÖ,STOCKHOLM,STO,Sweden
13463,INGARÖ,STOCKHOLM,STO,Sweden
13464,INGARÖ,STOCKHOLM,STO,Sweden
13465,INGARÖ,STOCKHOLM,STO,Sweden
13466,INGARÖ,STOCKHOLM,STO,Sweden
13467,INGARÖ,STOCKHOLM,STO,Sweden
13469,INGARÖ,STOCKHOLM,STO,Sweden
13492,TYNNINGÖ,STOCKHOLM,STO,Sweden
13530,TYRESÖ,Södertälje,SOE,Sweden
13531,TYRESÖ,Södertälje,SOE,Sweden
13533,TYRESÖ,Södertälje,SOE,Sweden
13534,TYRESÖ,Södertälje,SOE,Sweden
13535,TYRESÖ,Södertälje,SOE,Sweden
13536,TYRESÖ,Södertälje,SOE,Sweden
13537,TYRESÖ,Södertälje,SOE,Sweden
13538,TYRESÖ,Södertälje,SOE,Sweden
13539,TYRESÖ,Södertälje,SOE,Sweden
13540,TYRESÖ,Södertälje,SOE,Sweden
13541,TYRESÖ,Södertälje,SOE,Sweden
13542,TYRESÖ,Södertälje,SOE,Sweden
13543,TYRESÖ,Södertälje,SOE,Sweden
13544,TYRESÖ,Södertälje,SOE,Sweden
13545,TYRESÖ,Södertälje,SOE,Sweden
13546,TYRESÖ,Södertälje,SOE,Sweden
13547,TYRESÖ,Södertälje,SOE,Sweden
13548,TYRESÖ,Södertälje,SOE,Sweden
13549,TYRESÖ,Södertälje,SOE,Sweden
13550,TYRESÖ,Södertälje,SOE,Sweden
13551,TYRESÖ,Södertälje,SOE,Sweden
13552,TYRESÖ,Södertälje,SOE,Sweden
13553,TYRESÖ,Södertälje,SOE,Sweden
13554,TYRESÖ,Södertälje,SOE,Sweden
13555,TYRESÖ,Södertälje,SOE,Sweden
13558,TYRESÖ,Södertälje,SOE,Sweden
13559,TYRESÖ,Södertälje,SOE,Sweden
13560,TYRESÖ,Södertälje,SOE,Sweden
13561,TYRESÖ,Södertälje,SOE,Sweden
13562,TYRESÖ,Södertälje,SOE,Sweden
13563,TYRESÖ,Södertälje,SOE,Sweden
13567,TYRESÖ,Södertälje,SOE,Sweden
13568,TYRESÖ,Södertälje,SOE,Sweden
13569,TYRESÖ,Södertälje,SOE,Sweden
13570,STOCKHOLM,Södertälje,SOE,Sweden
13635,HANDEN,Södertälje,SOE,Sweden
13636,HANDEN,Södertälje,SOE,Sweden
13637,HANDEN,Södertälje,SOE,Sweden
13638,HANDEN,Södertälje,SOE,Sweden
13639,HANDEN,Södertälje,SOE,Sweden
13640,HANDEN,Södertälje,SOE,Sweden
13641,HANDEN,Södertälje,SOE,Sweden
13642,HANDEN,Södertälje,SOE,Sweden
13643,HANDEN,Södertälje,SOE,Sweden
13644,HANDEN,Södertälje,SOE,Sweden
13645,HANDEN,Södertälje,SOE,Sweden
13646,HANDEN,Södertälje,SOE,Sweden
13647,HANINGE,Södertälje,SOE,Sweden
13648,HANDEN,Södertälje,SOE,Sweden
13649,VEGA,Södertälje,SOE,Sweden
13650,JORDBRO,Södertälje,SOE,Sweden
13655,VEGA,Södertälje,SOE,Sweden
13656,VEGA,Södertälje,SOE,Sweden
13657,VEGA,Södertälje,SOE,Sweden
13658,VEGA,Södertälje,SOE,Sweden
13659,VENDELSÖ,Södertälje,SOE,Sweden
13660,BRANDBERGEN,Södertälje,SOE,Sweden
13661,BRANDBERGEN,Södertälje,SOE,Sweden
13662,BRANDBERGEN,Södertälje,SOE,Sweden
13663,BRANDBERGEN,Södertälje,SOE,Sweden
13664,HANINGE,Södertälje,SOE,Sweden
13665,SÖDERBY,Södertälje,SOE,Sweden
13666,VENDELSÖ,Södertälje,SOE,Sweden
13667,VENDELSÖ,Södertälje,SOE,Sweden
13668,VENDELSÖ,Södertälje,SOE,Sweden
13669,VENDELSÖ,Södertälje,SOE,Sweden
13670,VENDELSÖ,Södertälje,SOE,Sweden
13671,VENDELSÖ,Södertälje,SOE,Sweden
13672,VENDELSÖ,Södertälje,SOE,Sweden
13673,VENDELSÖ,Södertälje,SOE,Sweden
13674,NORRBY,Södertälje,SOE,Sweden
13675,VENDELSÖ,Södertälje,SOE,Sweden
13731,VÄSTERHANINGE,Södertälje,SOE,Sweden
13732,VÄSTERHANINGE,Södertälje,SOE,Sweden
13734,VÄSTERHANINGE,Södertälje,SOE,Sweden
13736,VÄSTERHANINGE,Södertälje,SOE,Sweden
13737,VÄSTERHANINGE,Södertälje,SOE,Sweden
13738,VÄSTERHANINGE,Södertälje,SOE,Sweden
13739,VÄSTERHANINGE,Södertälje,SOE,Sweden
13740,VÄSTERHANINGE,Södertälje,SOE,Sweden
13741,VÄSTERHANINGE,Södertälje,SOE,Sweden
13742,VÄSTERHANINGE,Södertälje,SOE,Sweden
13743,VÄSTERHANINGE,Södertälje,SOE,Sweden
13754,TUNGELSTA,Södertälje,SOE,Sweden
13755,TUNGELSTA,Södertälje,SOE,Sweden
13756,TUNGELSTA,Södertälje,SOE,Sweden
13757,TUNGELSTA,Södertälje,SOE,Sweden
13758,TUNGELSTA,Södertälje,SOE,Sweden
13761,JORDBRO,Södertälje,SOE,Sweden
13762,JORDBRO,Södertälje,SOE,Sweden
13763,JORDBRO,Södertälje,SOE,Sweden
13764,JORDBRO,Södertälje,SOE,Sweden
13765,JORDBRO,Södertälje,SOE,Sweden
13766,JORDBRO,Södertälje,SOE,Sweden
13767,JORDBRO,Södertälje,SOE,Sweden
13768,JORDBRO,Södertälje,SOE,Sweden
13769,ÖSTERHANINGE,Södertälje,SOE,Sweden
13770,DALARÖ,Södertälje,SOE,Sweden
13771,DALARÖ,Södertälje,SOE,Sweden
13791,VÄSTERHANINGE,Södertälje,SOE,Sweden
13792,TUNGELSTA,Södertälje,SOE,Sweden
13793,TUNGELSTA,Södertälje,SOE,Sweden
13794,NORRA SORUNDA,Södertälje,SOE,Sweden
13795,ÖSTERHANINGE,Södertälje,SOE,Sweden
13796,GÅLÖ,Södertälje,SOE,Sweden
13797,ÅRSTA HAVSBAD,Södertälje,SOE,Sweden
13830,ÄLTA,Södertälje,SOE,Sweden
13831,ÄLTA,Södertälje,SOE,Sweden
13832,ÄLTA,Södertälje,SOE,Sweden
13833,ÄLTA,Södertälje,SOE,Sweden
13834,ÄLTA,Södertälje,SOE,Sweden
13835,ÄLTA,Södertälje,SOE,Sweden
13836,ÄLTA,Södertälje,SOE,Sweden
13837,ÄLTA,Södertälje,SOE,Sweden
13839,ÄLTA,Södertälje,SOE,Sweden
13840,ÄLTA,Södertälje,SOE,Sweden
13930,VÄRMDÖ,STOCKHOLM,STO,Sweden
13931,VÄRMDÖ,STOCKHOLM,STO,Sweden
13932,VÄRMDÖ,STOCKHOLM,STO,Sweden
13933,VÄRMDÖ,STOCKHOLM,STO,Sweden
13934,VÄRMDÖ,STOCKHOLM,STO,Sweden
13935,VÄRMDÖ,STOCKHOLM,STO,Sweden
13936,VÄRMDÖ,STOCKHOLM,STO,Sweden
13940,VÄRMDÖ,STOCKHOLM,STO,Sweden
13941,VÄRMDÖ,STOCKHOLM,STO,Sweden
13950,VÄRMDÖ,STOCKHOLM,STO,Sweden
13951,VÄRMDÖ,STOCKHOLM,STO,Sweden
13952,VÄRMDÖ,STOCKHOLM,STO,Sweden
13953,VÄRMDÖ,STOCKHOLM,STO,Sweden
13954,VÄRMDÖ,STOCKHOLM,STO,Sweden
13955,VÄRMDÖ,STOCKHOLM,STO,Sweden
13956,VÄRMDÖ,STOCKHOLM,STO,Sweden
13960,VÄRMDÖ,STOCKHOLM,STO,Sweden
13970,STAVSNÄS,STOCKHOLM,STO,Sweden
13971,STAVSNÄS,STOCKHOLM,STO,Sweden
13972,DJURHAMN,STOCKHOLM,STO,Sweden
13973,DJURHAMN,STOCKHOLM,STO,Sweden
13974,DJURHAMN,STOCKHOLM,STO,Sweden
13975,DJURHAMN,STOCKHOLM,STO,Sweden
13990,VÄRMDÖ,STOCKHOLM,STO,Sweden
14130,HUDDINGE,Södertälje,SOE,Sweden
14131,HUDDINGE,Södertälje,SOE,Sweden
14132,HUDDINGE,Södertälje,SOE,Sweden
14133,HUDDINGE,Södertälje,SOE,Sweden
14134,HUDDINGE,Södertälje,SOE,Sweden
14135,HUDDINGE,Södertälje,SOE,Sweden
14137,HUDDINGE,Södertälje,SOE,Sweden
14138,HUDDINGE,Södertälje,SOE,Sweden
14139,HUDDINGE,Södertälje,SOE,Sweden
14140,HUDDINGE,Södertälje,SOE,Sweden
14141,HUDDINGE,Södertälje,SOE,Sweden
14142,HUDDINGE,Södertälje,SOE,Sweden
14143,HUDDINGE,Södertälje,SOE,Sweden
14144,HUDDINGE,Södertälje,SOE,Sweden
14145,HUDDINGE,Södertälje,SOE,Sweden
14146,HUDDINGE,Södertälje,SOE,Sweden
14147,HUDDINGE,Södertälje,SOE,Sweden
14148,HUDDINGE,Södertälje,SOE,Sweden
14149,HUDDINGE,Södertälje,SOE,Sweden
14150,HUDDINGE,Södertälje,SOE,Sweden
14151,HUDDINGE,Södertälje,SOE,Sweden
14152,HUDDINGE,Södertälje,SOE,Sweden
14153,HUDDINGE,Södertälje,SOE,Sweden
14154,HUDDINGE,Södertälje,SOE,Sweden
14155,HUDDINGE,Södertälje,SOE,Sweden
14156,HUDDINGE,Södertälje,SOE,Sweden
14157,HUDDINGE,Södertälje,SOE,Sweden
14158,HUDDINGE,Södertälje,SOE,Sweden
14159,HUDDINGE,Södertälje,SOE,Sweden
14160,HUDDINGE,Södertälje,SOE,Sweden
14161,HUDDINGE,Södertälje,SOE,Sweden
14162,HUDDINGE,Södertälje,SOE,Sweden
14163,HUDDINGE,Södertälje,SOE,Sweden
14168,HUDDINGE,Södertälje,SOE,Sweden
14169,HUDDINGE,Södertälje,SOE,Sweden
14170,SEGELTORP,Södertälje,SOE,Sweden
14171,SEGELTORP,Södertälje,SOE,Sweden
14172,SEGELTORP,Södertälje,SOE,Sweden
14173,SEGELTORP,Södertälje,SOE,Sweden
14174,SEGELTORP,Södertälje,SOE,Sweden
14175,KUNGENS KURVA,Södertälje,SOE,Sweden
14191,HUDDINGE,Södertälje,SOE,Sweden
14192,HUDDINGE,Södertälje,SOE,Sweden
14230,SKOGÅS,Södertälje,SOE,Sweden
14231,SKOGÅS,Södertälje,SOE,Sweden
14232,SKOGÅS,Södertälje,SOE,Sweden
14233,SKOGÅS,Södertälje,SOE,Sweden
14234,SKOGÅS,Södertälje,SOE,Sweden
14235,SKOGÅS,Södertälje,SOE,Sweden
14240,SKOGÅS,Södertälje,SOE,Sweden
14241,SKOGÅS,Södertälje,SOE,Sweden
14242,SKOGÅS,Södertälje,SOE,Sweden
14243,SKOGÅS,Södertälje,SOE,Sweden
14250,SKOGÅS,Södertälje,SOE,Sweden
14251,SKOGÅS,Södertälje,SOE,Sweden
14252,SKOGÅS,Södertälje,SOE,Sweden
14253,SKOGÅS,Södertälje,SOE,Sweden
14260,TRÅNGSUND,Södertälje,SOE,Sweden
14261,TRÅNGSUND,Södertälje,SOE,Sweden
14262,TRÅNGSUND,Södertälje,SOE,Sweden
14263,TRÅNGSUND,Södertälje,SOE,Sweden
14264,TRÅNGSUND,Södertälje,SOE,Sweden
14265,TRÅNGSUND,Södertälje,SOE,Sweden
14266,TRÅNGSUND,Södertälje,SOE,Sweden
14291,SKOGÅS,Södertälje,SOE,Sweden
14330,VÅRBY,Södertälje,SOE,Sweden
14331,VÅRBY,Södertälje,SOE,Sweden
14332,VÅRBY,Södertälje,SOE,Sweden
14340,VÅRBY,Södertälje,SOE,Sweden
14341,VÅRBY,Södertälje,SOE,Sweden
14342,VÅRBY,Södertälje,SOE,Sweden
14343,VÅRBY,Södertälje,SOE,Sweden
14344,VÅRBY,Södertälje,SOE,Sweden
14345,VÅRBY,Södertälje,SOE,Sweden
14346,VÅRBY,Södertälje,SOE,Sweden
14347,VÅRBY,Södertälje,SOE,Sweden
14430,RÖNNINGE,Södertälje,SOE,Sweden
14431,RÖNNINGE,Södertälje,SOE,Sweden
14432,RÖNNINGE,Södertälje,SOE,Sweden
14433,RÖNNINGE,Södertälje,SOE,Sweden
14437,RÖNNINGE,Södertälje,SOE,Sweden
14440,RÖNNINGE,Södertälje,SOE,Sweden
14442,RÖNNINGE,Södertälje,SOE,Sweden
14444,RÖNNINGE,Södertälje,SOE,Sweden
14451,RÖNNINGE,Södertälje,SOE,Sweden
14452,RÖNNINGE,Södertälje,SOE,Sweden
14461,RÖNNINGE,Södertälje,SOE,Sweden
14462,RÖNNINGE,Södertälje,SOE,Sweden
14463,RÖNNINGE,Södertälje,SOE,Sweden
14464,RÖNNINGE,Södertälje,SOE,Sweden
14550,NORSBORG,Södertälje,SOE,Sweden
14551,NORSBORG,Södertälje,SOE,Sweden
14552,NORSBORG,Södertälje,SOE,Sweden
14553,NORSBORG,Södertälje,SOE,Sweden
14556,NORSBORG,Södertälje,SOE,Sweden
14557,NORSBORG,Södertälje,SOE,Sweden
14558,NORSBORG,Södertälje,SOE,Sweden
14559,NORSBORG,Södertälje,SOE,Sweden
14560,NORSBORG,Södertälje,SOE,Sweden
14563,NORSBORG,Södertälje,SOE,Sweden
14564,NORSBORG,Södertälje,SOE,Sweden
14565,NORSBORG,Södertälje,SOE,Sweden
14567,NORSBORG,Södertälje,SOE,Sweden
14568,NORSBORG,Södertälje,SOE,Sweden
14569,NORSBORG,Södertälje,SOE,Sweden
14570,NORSBORG,Södertälje,SOE,Sweden
14571,NORSBORG,Södertälje,SOE,Sweden
14572,NORSBORG,Södertälje,SOE,Sweden
14573,NORSBORG,Södertälje,SOE,Sweden
14574,NORSBORG,Södertälje,SOE,Sweden
14575,NORSBORG,Södertälje,SOE,Sweden
14576,NORSBORG,Södertälje,SOE,Sweden
14590,NORSBORG,Södertälje,SOE,Sweden
14630,TULLINGE,Södertälje,SOE,Sweden
14631,TULLINGE,Södertälje,SOE,Sweden
14632,TULLINGE,Södertälje,SOE,Sweden
14633,TULLINGE,Södertälje,SOE,Sweden
14634,TULLINGE,Södertälje,SOE,Sweden
14636,TULLINGE,Södertälje,SOE,Sweden
14637,TULLINGE,Södertälje,SOE,Sweden
14638,TULLINGE,Södertälje,SOE,Sweden
14640,TULLINGE,Södertälje,SOE,Sweden
14641,TULLINGE,Södertälje,SOE,Sweden
14645,TULLINGE,Södertälje,SOE,Sweden
14646,TULLINGE,Södertälje,SOE,Sweden
14648,TULLINGE,Södertälje,SOE,Sweden
14649,TULLINGE,Södertälje,SOE,Sweden
14650,TULLINGE,Södertälje,SOE,Sweden
14652,TULLINGE,Södertälje,SOE,Sweden
14653,TULLINGE,Södertälje,SOE,Sweden
14654,TULLINGE,Södertälje,SOE,Sweden
14730,TUMBA,Södertälje,SOE,Sweden
14731,TUMBA,Södertälje,SOE,Sweden
14732,TUMBA,Södertälje,SOE,Sweden
14733,TUMBA,Södertälje,SOE,Sweden
14734,TUMBA,Södertälje,SOE,Sweden
14739,TUMBA,Södertälje,SOE,Sweden
14740,TUMBA,Södertälje,SOE,Sweden
14741,TUMBA,Södertälje,SOE,Sweden
